congress,date,resolution,committee,member,rank,role,rank_after
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Young of Alaska,2,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Petri,3,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Boehlert,4,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Bateman,5,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Coble,6,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Duncan,7,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Ewing,8,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Gilchrest,9,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Horn,10,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Franks of New Jersey,11,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Mica,12,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Quinn,13,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mrs. Fowler,14,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Ehlers,15,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Bachus,16,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. LaTourette,17,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mrs. Kelly,18,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. LaHood,19,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Baker,20,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Bass,21,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Ney,22,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Metcalf,23,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Pease,24,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Hutchinson,25,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Cook,26,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Cooksey,27,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Thune,28,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. LoBiondo,29,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Watts of Oklahoma,30,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Moran of Kansas,31,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Doolittle,32,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Terry,33,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Sherwood,34,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Gary Miller of California,35,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. Sweeney,36,,
106,1999-01-06,H.Res.6,Transportation and Infrastructure,Mr. DeMint,37,,
106,1999-01-06,H.Res.6,Veterans' Affairs,Mr. Stump,1,Chairman,
106,1999-01-06,H.Res.6,Veterans' Affairs,Mr. Smith of New Jersey,2,,
106,1999-01-06,H.Res.6,Veterans' Affairs,Mr. Bilirakis,3,,
106,1999-01-06,H.Res.6,Veterans' Affairs,Mr. Spence,4,,
106,1999-01-06,H.Res.6,Veterans' Affairs,Mr. Everett,5,,
106,1999-01-06,H.Res.6,Veterans' Affairs,Mr. Buyer,6,,
106,1999-01-06,H.Res.6,Veterans' Affairs,Mr. Quinn,7,,
106,1999-01-06,H.Res.6,Veterans' Affairs,Mr. Bachus,8,,
106,1999-01-06,H.Res.6,Veterans' Affairs,Mr. Stearns,9,,
106,1999-01-06,H.Res.6,Veterans' Affairs,Mr. Moran of Kansas,10,,
106,1999-01-06,H.Res.6,Veterans' Affairs,Mr. Hayworth,11,,
106,1999-01-06,H.Res.6,Veterans' Affairs,Mrs. Chenoweth,12,,
106,1999-01-06,H.Res.6,Veterans' Affairs,Mr. LaHood,13,,
106,1999-01-06,H.Res.6,Veterans' Affairs,Mr. Simpson,14,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Archer,1,Chairman,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Crane,2,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Thomas,3,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Shaw,4,,
106,1999-01-06,H.Res.6,Ways and Means,Mrs. Johnson of Connecticut,5,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Houghton,6,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Herger,7,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. McCrery,8,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Camp,9,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Ramstad,10,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Nussle,11,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Sam Johnson of Texas,12,,
106,1999-01-06,H.Res.6,Ways and Means,Ms. Dunn,13,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Collins,14,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Portman,15,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. English,16,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Watkins,17,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Hayworth,18,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Weller,19,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Hulshof,20,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. McInnis,21,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Lewis of Kentucky,22,,
106,1999-01-06,H.Res.6,Ways and Means,Mr. Foley. &lt,23,,
106,1999-01-06,H.Res.6,Ways and Means,all&gt,24,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Stenholm, Texas",1,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Brown, California",2,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Condit, California",3,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Peterson, Minnesota",4,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Dooley, California",5,,
106,1999-01-06,H.Res.7,Agriculture,"Mrs. Clayton, North Carolina",6,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Minge, Minnesota",7,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Hilliard, Alabama",8,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Pomeroy, North Dakota",9,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Holden, Pennsylvania",10,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Bishop, Georgia",11,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Thompson, Mississippi",12,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Baldacci, Maine",13,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Berry, Arkansas",14,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Goode, Virginia",15,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. McIntyre, North Carolina",16,,
106,1999-01-06,H.Res.7,Agriculture,"Ms. Stabenow, Michigan",17,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Etheridge, North Carolina",18,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. John, Louisiana",19,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Boswell, Iowa",20,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Phelps, Illinois",21,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Lucas, Kentucky",22,,
106,1999-01-06,H.Res.7,Agriculture,"Mr. Thompson, California",23,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Obey, Wisconsin",1,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Murtha, Pennsylvania",2,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Dicks, Washington",3,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Sabo, Minnesota",4,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Dixon, California",5,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Hoyer, Maryland (When Sworn)",6,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Mollohan, West Virginia (When Sworn)",7,,
106,1999-01-06,H.Res.7,Appropriations,"Ms. Kaptur, Ohio",8,,
106,1999-01-06,H.Res.7,Appropriations,"Ms. Pelosi, California",9,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Visclosky, Indiana",10,,
106,1999-01-06,H.Res.7,Appropriations,"Mrs. Lowey, New York",11,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Serrano, New York",12,,
106,1999-01-06,H.Res.7,Appropriations,"Ms. DeLauro, Connecticut",13,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Moran, Virginia",14,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Olver, Massachusetts",15,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Pastor, Arizona",16,,
106,1999-01-06,H.Res.7,Appropriations,"Mrs. Meek, Florida",17,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Price, North Carolina",18,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Edwards, Texas",19,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Cramer, Alabama",20,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Clyburn, South Carolina",21,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Hinchey, New York",22,,
106,1999-01-06,H.Res.7,Appropriations,"Ms. Roybal-Allard, California",23,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Farr, California (When Sworn)",24,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Jackson, Illinois",25,,
106,1999-01-06,H.Res.7,Appropriations,"Ms. Kilpatrick, Michigan",26,,
106,1999-01-06,H.Res.7,Appropriations,"Mr. Boyd, Florida",27,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. LaFalce, New York",1,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Vento, Minnesota",2,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Frank, Massachusetts",3,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Kanjorski, Pennsylvania",4,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mrs. Waters, California",5,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mrs. Maloney, New York",6,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Gutierrez, Illinois",7,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Ms. Velazquez, New York",8,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Watt, North Carolina",9,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Ackerman, New York",10,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Bentsen, Texas",11,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Maloney, Connecticut",12,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Ms. Hooley, Oregon",13,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Ms. Carson, Indiana",14,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Weygand, Rhode Island",15,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Sherman, California",16,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Sandlin, Texas",17,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Meeks, New York",18,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Ms. Lee, California",19,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Virgil Goode, Virginia",20,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Mascara, Pennsylvania",21,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Inslee, Washington",22,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Ms. Schakowsky, Illinois",23,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Moore, Kansas",24,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Gonzalez, Texas",25,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mrs. Tubbs Jones, Ohio",26,,
106,1999-01-06,H.Res.7,Banking and Financial Services,"Mr. Capuano, Massachusetts",27,,
106,1999-01-06,H.Res.7,Budget,"Mr. Spratt, South Carolina",1,,
106,1999-01-06,H.Res.7,Budget,"Mr. McDermott, Washington",2,,
106,1999-01-06,H.Res.7,Budget,"Ms. Rivers, Michigan",3,,
106,1999-01-06,H.Res.7,Budget,"Mr. Thompson, Mississippi",4,,
106,1999-01-06,H.Res.7,Budget,"Mr. Minge, Minnesota",5,,
106,1999-01-06,H.Res.7,Budget,"Mr. Bentsen, Texas",6,,
106,1999-01-06,H.Res.7,Budget,"Mr. Davis, Florida",7,,
106,1999-01-06,H.Res.7,Budget,"Mr. Weygand, Rhode Island",8,,
106,1999-01-06,H.Res.7,Budget,"Mrs. Clayton, North Carolina",9,,
106,1999-01-06,H.Res.7,Budget,"Mr. Price, North Carolina",10,,
106,1999-01-06,H.Res.7,Budget,"Mr. Markey, Massachusetts",11,,
106,1999-01-06,H.Res.7,Budget,"Mr. Kleczka, Wisconsin",12,,
106,1999-01-06,H.Res.7,Budget,"Mr. Clement, Tennessee",13,,
106,1999-01-06,H.Res.7,Budget,"Mr. Moran, Virginia",14,,
106,1999-01-06,H.Res.7,Budget,"Ms. Hooley, Oregon",15,,
106,1999-01-06,H.Res.7,Budget,"Mr. Lucas, Kentucky",16,,
106,1999-01-06,H.Res.7,Budget,"Mr. Holt, New Jersey",17,,
106,1999-01-06,H.Res.7,Budget,"Mr. Hoeffel, Pennsylvania",18,,
106,1999-01-06,H.Res.7,Budget,"Ms. Baldwin, Wisconsin",19,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Dingell, Michigan",1,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Waxman, California",2,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Markey, Massachusetts",3,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Hall, Texas",4,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Boucher, Virginia",5,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Towns, New York",6,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Pallone, New Jersey",7,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Brown, Ohio",8,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Gordon, Tennessee",9,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Deutsch, Florida",10,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Rush, Illinois",11,,
106,1999-01-06,H.Res.7,Commerce,"Ms. Eshoo, California",12,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Klink, Pennsylvania",13,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Stupak, Michigan",14,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Engel, New York",15,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Sawyer, Ohio",16,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Wynn, Maryland",17,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Green, Texas",18,,
106,1999-01-06,H.Res.7,Commerce,"Ms. McCarthy, Missouri",19,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Strickland, Ohio",20,,
106,1999-01-06,H.Res.7,Commerce,"Ms. DeGette, Colorado",21,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Barrett, Wisconsin",22,,
106,1999-01-06,H.Res.7,Commerce,"Mr. Luther, Minnesota",23,,
106,1999-01-06,H.Res.7,Commerce,"Mrs. Capps, California",24,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. Clay, Missouri",1,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. George Miller, California (when sworn)",2,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. Kildee, Michigan",3,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. Martinez, California",4,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. Owens, New York",5,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. Payne, New Jersey",6,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mrs. Mink, Hawaii",7,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. Andrews, New Jersey",8,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. Roemer, Indiana",9,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. Scott, Virginia",10,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Ms. Woolsey, California",11,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. Romero-Barcelo, Puerto Rico",12,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. Fattah, Pennsylvania",13,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. Hinojosa, Texas",14,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mrs. McCarthy, New York",15,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. Tierney, Massachusetts",16,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. Kind, Wisconsin",17,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Ms. Sanchez, California",18,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. Ford, Tennessee",19,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. Kucinich, Ohio",20,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. Wu, Oregon",21,,
106,1999-01-06,H.Res.7,Education and the Workforce,"Mr. Holt, New Jersey",22,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mr. Waxman, California",1,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mr. Lantos, California",2,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mr. Wise, West Virginia",3,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mr. Owens, New York",4,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mr. Towns, New York",5,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mr. Kanjorski, Pennsylvania",6,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mr. Condit, California",7,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mrs. Mink, Hawaii",8,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mrs. Maloney, New York",9,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mrs. Norton, District of Columbia",10,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mr. Fattah, Pennsylvania",11,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mr. Cummings, Maryland",12,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mr. Kucinich, Ohio",13,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mr. Blagojevich, Illinois",14,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mr. Davis, Illinois",15,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mr. Tierney, Massachusetts",16,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mr. Turner, Texas",17,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mr. Allen, Maine",18,,
106,1999-01-06,H.Res.7,Government Reform (and Oversight),"Mr. Ford, Tennessee",19,,
106,1999-01-06,H.Res.7,House Administration,"Mr. Hoyer, Maryland (When Sworn)",1,,
106,1999-01-06,H.Res.7,International Relations,"Mr. Gejdenson, Connecticut",1,,
106,1999-01-06,H.Res.7,International Relations,"Mr. Lantos, California",2,,
106,1999-01-06,H.Res.7,International Relations,"Mr. Berman, California",3,,
106,1999-01-06,H.Res.7,International Relations,"Mr. Ackerman, New York",4,,
106,1999-01-06,H.Res.7,International Relations,"Mr. Faleomavaega, American Samoa",5,,
106,1999-01-06,H.Res.7,International Relations,"Mr. Martinez, California",6,,
106,1999-01-06,H.Res.7,International Relations,"Mr. Payne, New Jersey",7,,
106,1999-01-06,H.Res.7,International Relations,"Mr. Menendez, New Jersey",8,,
106,1999-01-06,H.Res.7,International Relations,"Mr. Brown, Ohio",9,,
106,1999-01-06,H.Res.7,International Relations,"Ms. McKinney, Georgia",10,,
106,1999-01-06,H.Res.7,International Relations,"Mr. Hastings, Florida",11,,
106,1999-01-06,H.Res.7,International Relations,"Ms. Danner, Missouri",12,,
106,1999-01-06,H.Res.7,International Relations,"Mr. Hilliard, Alabama",13,,
106,1999-01-06,H.Res.7,International Relations,"Mr. Sherman, California",14,,
106,1999-01-06,H.Res.7,International Relations,"Mr. Wexler, Florida",15,,
106,1999-01-06,H.Res.7,International Relations,"Mr. Rothman, New Jersey",16,,
106,1999-01-06,H.Res.7,International Relations,"Mr. Davis, Florida",17,,
106,1999-01-06,H.Res.7,International Relations,"Mr. Crowley, New York",18,,
106,1999-01-06,H.Res.7,International Relations,"Mr. Hoeffel, Pennsylvania",19,,
106,1999-01-06,H.Res.7,Judiciary,"Mr. Conyers, Michigan",1,,
106,1999-01-06,H.Res.7,Judiciary,"Mr. Frank, Massachusetts",2,,
106,1999-01-06,H.Res.7,Judiciary,"Mr. Berman, California",3,,
106,1999-01-06,H.Res.7,Judiciary,"Mr. Boucher, Virginia",4,,
106,1999-01-06,H.Res.7,Judiciary,"Mr. Nadler, New York",5,,
106,1999-01-06,H.Res.7,Judiciary,"Mr. Scott, Virginia",6,,
106,1999-01-06,H.Res.7,Judiciary,"Mr. Watt, North Carolina",7,,
106,1999-01-06,H.Res.7,Judiciary,"Ms. Lofgren, California",8,,
106,1999-01-06,H.Res.7,Judiciary,"Ms. Jackson-Lee, Texas",9,,
106,1999-01-06,H.Res.7,Judiciary,"Mrs. Waters, California",10,,
106,1999-01-06,H.Res.7,Judiciary,"Mr. Meehan, Massachusetts",11,,
106,1999-01-06,H.Res.7,Judiciary,"Mr. Delahunt, Massachusetts",12,,
106,1999-01-06,H.Res.7,Judiciary,"Mr. Wexler, Florida",13,,
106,1999-01-06,H.Res.7,Judiciary,"Mr. Rothman, New Jersey",14,,
106,1999-01-06,H.Res.7,Judiciary,"Ms. Baldwin, Wisconsin",15,,
106,1999-01-06,H.Res.7,Judiciary,"Mr. Weiner, New York",16,,
106,1999-01-06,H.Res.7,National Security,"Mr. Skelton, Missouri",1,,
106,1999-01-06,H.Res.7,National Security,"Mr. Sisisky, Virginia",2,,
106,1999-01-06,H.Res.7,National Security,"Mr. Spratt, South Carolina",3,,
106,1999-01-06,H.Res.7,National Security,"Mr. Ortiz, Texas",4,,
106,1999-01-06,H.Res.7,National Security,"Mr. Pickett, Virginia",5,,
106,1999-01-06,H.Res.7,National Security,"Mr. Evans, Illinois",6,,
106,1999-01-06,H.Res.7,National Security,"Mr. Taylor, Mississippi",7,,
106,1999-01-06,H.Res.7,National Security,"Mr. Abercrombie, Hawaii",8,,
106,1999-01-06,H.Res.7,National Security,"Mr. Meehan, Massachusetts",9,,
106,1999-01-06,H.Res.7,National Security,"Mr. Underwood, Guam",10,,
106,1999-01-06,H.Res.7,National Security,"Mr. Kennedy, Rhode Island",11,,
106,1999-01-06,H.Res.7,National Security,"Mr. Blagojevich, Illinois",12,,
106,1999-01-06,H.Res.7,National Security,"Mr. Reyes, Texas",13,,
106,1999-01-06,H.Res.7,National Security,"Mr. Allen, Maine",14,,
106,1999-01-06,H.Res.7,National Security,"Mr. Snyder, Arkansas",15,,
106,1999-01-06,H.Res.7,National Security,"Mr. Turner, Texas",16,,
106,1999-01-06,H.Res.7,National Security,"Mr. Smith, Washington",17,,
106,1999-01-06,H.Res.7,National Security,"Ms. Sanchez, California",18,,
106,1999-01-06,H.Res.7,National Security,"Mr. Maloney, Connecticut",19,,
106,1999-01-06,H.Res.7,National Security,"Mr. McIntyre, North Carolina",20,,
106,1999-01-06,H.Res.7,National Security,"Mr. Rodriquez, Texas",21,,
106,1999-01-06,H.Res.7,National Security,"Ms. McKinney, Georgia",22,,
106,1999-01-06,H.Res.7,National Security,"Ms. Tauscher, California",23,,
106,1999-01-06,H.Res.7,National Security,"Mr. Brady, Pennsylvania",24,,
106,1999-01-06,H.Res.7,National Security,"Mr. Andrews, New Jersey",25,,
106,1999-01-06,H.Res.7,National Security,"Mr. Hill, Indiana",26,,
106,1999-01-06,H.Res.7,National Security,"Mr. Thompson, California",27,,
106,1999-01-06,H.Res.7,Resources,"Mr. George Miller, California (When Sworn)",1,,
106,1999-01-06,H.Res.7,Resources,"Mr. Rahall, West Virginia",2,,
106,1999-01-06,H.Res.7,Resources,"Mr. Vento, Minnesota",3,,
106,1999-01-06,H.Res.7,Resources,"Mr. Kildee, Michigan",4,,
106,1999-01-06,H.Res.7,Resources,"Mr. DeFazio, Oregon",5,,
106,1999-01-06,H.Res.7,Resources,"Mr. Faleomavaega, American Samoa",6,,
106,1999-01-06,H.Res.7,Resources,"Mr. Abercrombie, Hawaii",7,,
106,1999-01-06,H.Res.7,Resources,"Mr. Ortiz, Texas",8,,
106,1999-01-06,H.Res.7,Resources,"Mr. Pickett, Virginia",9,,
106,1999-01-06,H.Res.7,Resources,"Mr. Pallone, New Jersey",10,,
106,1999-01-06,H.Res.7,Resources,"Mr. Dooley, California",11,,
106,1999-01-06,H.Res.7,Resources,"Mr. Romero-Barcelo, Puerto Rico",12,,
106,1999-01-06,H.Res.7,Resources,"Mr. Underwood, Guam",13,,
106,1999-01-06,H.Res.7,Resources,"Mr. Kennedy, Rhode Island",14,,
106,1999-01-06,H.Res.7,Resources,"Mr. Smith, Washington",15,,
106,1999-01-06,H.Res.7,Resources,"Mr. Delahunt, Massachusetts",16,,
106,1999-01-06,H.Res.7,Resources,"Mr. John, Louisiana",17,,
106,1999-01-06,H.Res.7,Resources,"Ms. Christian-Green, Virgin Islands",18,,
106,1999-01-06,H.Res.7,Resources,"Mr. Kind, Wisconsin",19,,
106,1999-01-06,H.Res.7,Resources,"Mr. Inslee, Washington",20,,
106,1999-01-06,H.Res.7,Resources,"Ms. Napolitano, California",21,,
